pond_id,culture_system,water_source,aeration_class,stocking_density_class,water_temperature_c,ph,do_min_night_mg_l,do_max_day_mg_l,salinity_ppt,ammonia_mg_l,nitrite_mg_l,alkalinity_mg_l,turbidity_index,avg_body_weight_g,biomass_density_kg_m2,feed_input_kg_day,fcr,survival_pct,daily_mortality_count,behavioral_stress_index,gut_condition_score,molting_irregularity_flag,growth_deviation_index,disease_risk_level,suspected_condition,treatment_applied,treatment_intensity_class,treatment_response_score,crop_health_status,harvest_viability_flag,economic_risk_index
186,Semi-intensive,Borewell,Low,Medium,29.19,7.35,3.03,7.26,22.1,0.261,0.52,91.9,30.4,19.08,2.07,61.2,2.24,79.1,1,7,9,0,1.32,Moderate,Multifactorial,Carbon Dosing,3,0.74,Stressed,0,0.41
181,Intensive,Borewell,Medium,High,29.19,8.23,2.94,5.89,9.0,0.305,0.178,156.8,56.2,13.14,1.19,175.2,1.57,75.9,6,9,9,0,0.79,High,Bacterial Load,Carbon Dosing,4,0.49,Stressed,0,0.68
275,Intensive,Reservoir,High,High,31.83,8.42,3.31,7.43,16.3,0.253,0.576,116.5,55.1,9.13,0.88,169.6,1.27,66.0,6,9,8,1,1.12,High,Parasitic Stress,Carbon Dosing,1,0.96,Stable,0,0.24
157,Biofloc,Canal,High,High,30.33,7.96,5.17,7.18,15.3,0.048,0.554,164.2,47.2,27.97,0.8,165.2,2.17,75.7,6,5,9,0,1.03,Moderate,Environmental Stress,Water Exchange,1,0.56,Stressed,1,0.7
296,Semi-intensive,Reservoir,Medium,Medium,27.51,7.35,4.25,6.21,13.9,0.245,0.119,162.3,34.1,21.67,1.47,108.2,2.13,82.6,3,2,8,0,1.07,Low,Multifactorial,Probiotic,4,0.3,Failing,1,0.55
247,Semi-intensive,Reservoir,High,Medium,28.83,8.07,5.49,7.89,25.8,0.362,0.139,107.7,36.9,20.87,1.22,166.2,1.35,91.7,3,2,7,0,1.06,Low,Bacterial Load,Water Exchange,4,0.43,Failing,0,0.29
207,Biofloc,Borewell,Low,Medium,30.48,7.72,3.74,7.85,15.9,0.079,0.424,156.0,36.0,22.75,0.71,162.5,1.93,77.7,3,9,6,0,0.85,Low,Environmental Stress,Mineral Correction,3,0.86,Failing,1,0.51
254,Semi-intensive,Reservoir,Low,Low,29.32,8.25,4.86,7.6,8.0,0.237,0.23,135.2,34.3,18.48,0.83,41.9,2.34,86.0,6,8,8,0,0.85,Low,Bacterial Load,None,4,1.0,Failing,0,0.48
166,Intensive,Reservoir,Low,Medium,29.83,8.41,4.09,6.36,11.9,0.32,0.389,95.2,49.3,8.9,1.33,129.9,2.01,72.6,2,8,5,0,0.89,Low,Multifactorial,None,3,0.7,Failing,1,0.54
124,Semi-intensive,Canal,Low,Low,26.14,7.54,5.09,6.43,13.9,0.246,0.531,119.3,38.5,20.52,1.74,113.1,1.34,75.8,10,5,1,0,1.0,Moderate,Growth Retardation,Probiotic,4,0.31,Stressed,0,0.72
71,Intensive,Borewell,High,Medium,31.61,8.3,4.06,6.78,26.3,0.144,0.103,154.6,21.3,17.53,1.28,81.4,1.9,70.0,8,9,7,0,0.93,Low,Multifactorial,Carbon Dosing,2,0.45,Stressed,0,0.9
58,Biofloc,Borewell,High,Medium,28.36,7.8,5.16,7.81,26.3,0.014,0.421,147.3,33.0,9.29,2.02,41.8,1.94,72.1,1,6,5,0,0.98,Low,Bacterial Load,Mineral Correction,3,0.58,Failing,1,0.21
234,Biofloc,Canal,High,Low,26.3,7.26,4.29,6.14,29.4,0.207,0.042,116.0,24.6,18.12,2.0,69.3,1.23,72.2,8,5,7,0,1.36,Low,Parasitic Stress,None,4,0.47,Failing,0,0.31
67,Semi-intensive,Borewell,Low,Medium,30.91,7.33,4.97,6.05,27.0,0.228,0.371,146.2,44.3,21.07,1.48,139.9,1.67,87.4,0,3,8,0,1.23,Low,Bacterial Load,Mineral Correction,4,0.99,Failing,0,0.33
224,Intensive,Canal,Medium,Medium,31.38,8.47,3.89,6.65,16.6,0.224,0.379,170.6,43.6,27.68,1.37,125.3,1.47,60.5,6,6,5,0,0.96,Moderate,Environmental Stress,Water Exchange,1,0.61,Stressed,1,0.48
134,Biofloc,Borewell,Low,Low,31.27,8.3,4.94,7.46,19.4,0.25,0.956,130.9,28.9,9.38,2.16,53.6,1.47,85.1,8,5,2,0,1.1,Moderate,Multifactorial,Carbon Dosing,1,0.88,Stressed,0,0.63
132,Biofloc,Borewell,Low,High,31.72,8.24,2.9,7.46,10.2,0.203,0.31,105.4,51.3,15.16,1.0,116.4,1.78,68.5,8,6,3,1,1.27,Moderate,Bacterial Load,None,4,0.53,Stable,1,0.66
134,Semi-intensive,Borewell,Medium,High,29.92,8.46,4.0,7.65,24.0,0.351,0.177,107.8,22.3,19.09,0.73,60.0,2.01,88.8,1,5,6,0,0.72,Low,Environmental Stress,None,3,0.77,Stable,0,0.87
28,Intensive,Reservoir,Medium,High,28.49,7.25,3.65,8.09,5.7,0.257,0.428,141.1,47.2,10.14,0.8,78.7,1.63,78.4,4,5,5,0,1.03,Low,Growth Retardation,Mineral Correction,3,0.77,Failing,0,0.66
235,Intensive,Borewell,High,Medium,27.81,7.96,3.01,5.98,6.9,0.415,0.578,109.3,46.6,26.53,1.84,63.2,1.16,63.5,4,8,3,0,0.8,High,Bacterial Load,Mineral Correction,1,0.53,Stable,0,0.63
234,Intensive,Reservoir,Low,Low,26.48,8.16,5.04,6.78,28.6,0.283,0.199,176.1,45.0,11.3,1.29,154.9,1.29,71.4,4,9,4,1,1.12,Low,Parasitic Stress,Carbon Dosing,1,0.53,Failing,0,0.83
233,Intensive,Borewell,High,High,30.24,7.33,4.89,6.58,23.3,0.119,0.33,148.0,37.9,21.81,1.07,130.5,1.71,88.4,0,4,3,0,1.3,Low,Environmental Stress,Mineral Correction,2,0.97,Stressed,1,0.57
254,Intensive,Borewell,Medium,High,30.75,7.82,3.27,5.87,21.6,0.244,0.419,128.1,22.8,23.07,1.04,90.6,1.46,69.1,7,8,1,0,1.14,Moderate,Bacterial Load,Mineral Correction,3,0.48,Stressed,0,0.81
112,Intensive,Borewell,Medium,High,30.23,7.6,2.95,6.37,26.7,0.331,0.235,159.8,46.9,16.77,1.02,153.1,1.82,70.3,7,1,7,0,0.72,High,Bacterial Load,Mineral Correction,1,0.59,Stressed,1,0.56
74,Semi-intensive,Canal,High,Medium,30.31,8.39,3.57,6.39,29.0,0.222,0.301,178.5,33.0,27.05,0.89,171.0,1.98,66.4,6,6,7,0,0.91,Moderate,Environmental Stress,Probiotic,2,0.81,Stressed,1,0.4
63,Biofloc,Reservoir,Low,High,27.76,7.58,4.69,6.44,20.6,0.276,0.4,106.6,26.2,11.11,0.73,99.6,2.24,94.3,2,9,5,0,1.27,Low,Environmental Stress,Carbon Dosing,2,0.41,Stressed,1,0.42
80,Biofloc,Borewell,Low,Low,26.64,8.41,4.87,5.75,19.6,0.391,0.357,115.7,59.0,11.8,2.14,139.3,1.2,82.0,0,2,9,0,0.78,Low,Bacterial Load,Carbon Dosing,4,0.85,Stable,0,0.31
197,Intensive,Borewell,Low,Medium,29.72,8.47,4.06,7.93,6.3,0.209,0.139,99.8,25.4,23.17,1.62,165.6,1.65,61.0,4,5,2,0,0.93,Low,Environmental Stress,Carbon Dosing,1,0.7,Stable,1,0.58
204,Semi-intensive,Canal,High,Low,31.63,7.4,3.84,6.25,11.5,0.076,0.554,121.6,37.4,17.0,2.16,168.8,1.58,90.2,3,4,9,0,0.79,Moderate,Parasitic Stress,Mineral Correction,1,0.33,Failing,0,0.28
58,Biofloc,Borewell,High,High,29.15,7.79,4.0,5.67,27.4,0.247,0.552,162.8,43.6,21.28,1.8,82.1,1.2,86.2,1,6,6,1,1.09,Low,Bacterial Load,Carbon Dosing,4,0.9,Failing,0,0.67
48,Biofloc,Reservoir,High,Low,29.72,7.35,4.71,6.25,10.7,0.361,0.119,82.0,43.9,11.35,1.74,58.3,1.44,69.9,2,9,8,0,1.11,Low,Parasitic Stress,Mineral Correction,1,0.65,Stressed,0,0.57
229,Intensive,Canal,High,High,28.5,7.56,4.7,8.09,10.9,0.213,0.326,168.3,51.2,13.82,0.62,99.8,1.41,65.8,6,8,2,0,0.99,Low,Parasitic Stress,Water Exchange,1,0.73,Stressed,1,0.85
46,Intensive,Borewell,High,Medium,30.59,7.44,4.16,6.81,14.2,0.129,0.705,118.5,34.2,25.09,1.34,140.8,1.54,64.9,5,2,3,0,1.02,Low,Bacterial Load,Mineral Correction,4,0.45,Stressed,0,0.36
172,Biofloc,Canal,Low,High,31.07,7.21,3.17,7.25,11.9,0.169,0.286,89.9,34.9,15.95,0.95,163.2,1.4,90.1,0,2,7,0,0.83,Low,Environmental Stress,Mineral Correction,2,0.39,Stable,1,0.31
131,Intensive,Reservoir,Low,High,31.6,7.6,2.95,6.39,11.2,0.311,0.14,88.9,23.6,10.8,1.77,164.5,1.47,81.1,4,1,6,0,0.74,Moderate,Bacterial Load,Probiotic,4,0.81,Stable,0,0.34
58,Intensive,Reservoir,Low,High,31.96,8.09,4.04,6.21,21.3,0.064,0.306,80.2,29.7,27.02,0.93,79.2,1.62,90.6,6,4,2,0,0.85,Low,Bacterial Load,Mineral Correction,2,0.67,Stressed,0,0.61
79,Semi-intensive,Borewell,Medium,Low,30.55,8.33,3.76,5.84,15.7,0.12,0.54,167.5,57.5,15.26,1.55,78.1,2.02,87.3,1,6,8,0,1.28,Moderate,Bacterial Load,Mineral Correction,1,0.37,Failing,1,0.33
45,Intensive,Reservoir,Medium,Medium,29.0,7.72,3.42,6.9,24.3,0.461,0.705,100.2,48.1,12.54,1.8,122.5,1.28,67.0,4,7,8,0,0.95,High,Parasitic Stress,Water Exchange,3,0.52,Failing,1,0.31
40,Intensive,Canal,Low,Low,27.52,7.33,4.93,7.55,7.0,0.179,0.549,113.9,52.9,23.1,1.54,114.5,1.2,89.7,9,9,7,0,0.8,Moderate,Environmental Stress,Probiotic,3,0.93,Failing,1,0.22
296,Semi-intensive,Borewell,High,High,28.36,7.5,3.38,6.38,17.6,0.27,0.541,119.1,30.6,24.13,0.64,41.0,1.95,64.4,3,5,1,0,1.24,Moderate,Parasitic Stress,Water Exchange,2,0.72,Failing,0,0.59
35,Semi-intensive,Borewell,Low,High,28.04,7.6,4.96,6.09,10.9,0.023,0.442,155.7,46.3,22.29,2.18,131.7,2.16,87.3,7,8,7,0,1.25,Low,Parasitic Stress,Water Exchange,2,0.94,Failing,0,0.28
140,Intensive,Reservoir,Medium,Low,30.56,8.43,5.31,6.6,28.9,0.163,0.533,179.5,56.7,10.73,1.11,120.5,2.11,70.3,0,6,9,0,0.77,Low,Environmental Stress,None,1,0.42,Stressed,0,0.33
206,Semi-intensive,Canal,Low,High,27.15,7.38,4.41,7.07,14.8,0.347,0.516,91.7,32.6,20.27,0.88,140.0,1.49,68.3,7,5,8,0,1.07,High,Environmental Stress,Water Exchange,4,0.88,Stable,1,0.32
75,Semi-intensive,Reservoir,High,Medium,26.44,8.48,4.9,5.9,23.9,0.253,0.263,126.5,58.7,10.68,1.1,167.2,2.36,90.1,5,5,3,0,1.04,Low,Bacterial Load,Probiotic,3,0.61,Stable,1,0.7
34,Semi-intensive,Borewell,Low,Low,27.09,7.51,5.21,7.56,18.7,0.091,0.234,167.3,48.5,8.25,0.91,99.5,1.5,61.1,6,2,9,0,0.89,Low,Parasitic Stress,Water Exchange,4,0.42,Stable,1,0.71
123,Intensive,Reservoir,High,Medium,26.2,7.38,3.5,6.4,7.4,0.261,0.241,175.4,44.1,11.31,1.34,89.7,2.09,92.5,4,7,6,0,1.06,Low,Environmental Stress,None,2,0.49,Stressed,0,0.57
245,Semi-intensive,Reservoir,Low,Low,30.54,7.77,4.97,5.91,6.6,0.225,0.099,162.6,54.3,9.27,1.65,140.6,1.72,87.0,4,7,2,0,0.84,Low,Environmental Stress,None,2,0.39,Stressed,1,0.67
218,Semi-intensive,Reservoir,High,High,26.57,7.91,3.68,7.21,6.8,0.32,0.204,134.5,32.6,19.91,1.9,55.8,1.55,83.7,0,8,5,0,1.15,Moderate,Growth Retardation,Water Exchange,1,0.68,Failing,1,0.23
134,Biofloc,Borewell,Medium,Low,26.86,8.5,2.99,8.09,6.0,0.173,0.492,117.2,23.1,14.04,1.2,61.2,2.15,73.2,4,3,2,0,0.91,Low,Parasitic Stress,Carbon Dosing,3,0.77,Stable,1,0.51
118,Semi-intensive,Canal,High,Low,30.72,8.36,2.93,7.05,13.9,0.34,0.183,100.6,37.0,20.73,1.69,55.5,1.47,93.2,3,2,9,0,0.8,Moderate,Multifactorial,Probiotic,4,0.67,Failing,1,0.67
116,Semi-intensive,Borewell,Low,High,27.73,7.9,3.71,7.87,28.4,0.204,0.452,147.6,54.0,15.17,0.76,129.8,1.12,86.4,5,2,5,0,1.2,Low,Environmental Stress,Mineral Correction,1,0.63,Stable,0,0.35
91,Intensive,Borewell,Low,High,28.58,8.46,4.04,5.77,18.5,0.32,0.316,132.2,57.9,25.34,0.63,52.5,1.28,74.2,4,7,2,0,1.28,Low,Parasitic Stress,Probiotic,1,0.77,Stressed,0,0.8
15,Biofloc,Canal,High,High,26.69,8.2,5.26,6.29,21.4,0.146,0.005,108.5,29.5,18.41,1.7,45.6,1.27,66.9,6,7,1,0,0.82,Low,Parasitic Stress,Water Exchange,3,0.83,Failing,1,0.72
217,Semi-intensive,Borewell,High,Low,31.99,7.77,3.01,7.99,16.3,0.194,0.719,163.3,51.0,8.31,1.21,96.8,1.32,76.8,7,1,2,1,0.77,High,Bacterial Load,None,1,0.72,Stressed,1,0.45
25,Intensive,Reservoir,High,Low,27.18,8.2,5.36,8.08,18.0,0.28,0.318,88.4,38.9,22.79,1.02,149.4,1.55,79.9,4,2,9,0,1.33,Low,Environmental Stress,Carbon Dosing,3,0.71,Stressed,1,0.22
248,Biofloc,Borewell,Low,High,30.25,7.71,2.99,7.95,16.0,0.065,0.58,177.1,39.7,20.78,2.15,68.3,2.34,81.0,0,5,3,0,1.29,Moderate,Bacterial Load,Mineral Correction,4,0.41,Failing,0,0.62
166,Semi-intensive,Reservoir,Low,Low,30.87,8.21,3.27,6.76,23.8,0.225,0.648,133.9,52.8,11.9,1.4,179.8,1.12,78.3,1,5,3,0,0.98,Moderate,Growth Retardation,Water Exchange,3,0.82,Stable,0,0.76
157,Semi-intensive,Canal,Low,Low,27.48,7.63,5.17,7.22,25.1,0.232,0.322,135.6,33.6,10.65,0.71,84.1,1.35,81.9,2,1,8,1,0.72,Low,Growth Retardation,Water Exchange,3,0.67,Failing,0,0.3
148,Intensive,Canal,High,Medium,30.49,8.09,5.48,5.87,23.3,0.366,0.065,140.6,51.9,8.33,1.94,162.7,1.69,81.4,3,8,9,0,1.01,Low,Parasitic Stress,Mineral Correction,2,0.94,Stable,1,0.51
13,Intensive,Reservoir,Low,High,30.61,7.75,3.53,7.38,10.7,0.288,0.352,154.0,55.6,17.72,1.35,120.5,1.25,67.2,0,2,1,0,1.14,Low,Growth Retardation,Mineral Correction,3,0.55,Stressed,0,0.34
199,Semi-intensive,Canal,Medium,High,31.9,7.97,2.94,6.71,20.6,0.237,0.003,140.0,46.1,23.42,0.88,100.6,2.31,66.3,7,3,6,1,0.94,Moderate,Multifactorial,Probiotic,1,0.64,Stressed,0,0.22
31,Semi-intensive,Borewell,High,Medium,26.16,8.03,2.85,6.37,19.3,0.337,0.655,119.8,47.1,13.91,1.45,162.6,2.22,60.1,3,2,2,0,1.04,High,Parasitic Stress,Water Exchange,4,0.34,Stressed,1,0.35
104,Semi-intensive,Canal,High,Medium,26.39,8.42,4.69,7.51,14.8,0.194,0.33,143.4,24.9,23.92,1.75,172.8,1.24,90.8,0,4,9,0,1.38,Low,Growth Retardation,None,4,0.48,Stable,1,0.56
197,Biofloc,Canal,Medium,Low,27.88,7.51,4.14,6.69,7.7,0.114,0.299,143.0,39.5,23.16,0.71,50.3,2.26,64.6,5,4,6,1,1.12,Low,Bacterial Load,Carbon Dosing,1,0.56,Failing,0,0.37
181,Semi-intensive,Reservoir,High,Low,29.85,7.23,4.86,8.11,18.4,0.405,0.424,111.1,42.7,19.71,0.83,159.9,2.36,87.0,5,3,9,0,1.3,Low,Bacterial Load,Probiotic,3,0.69,Stable,0,0.89
18,Biofloc,Canal,Medium,Medium,31.01,7.94,3.67,6.81,21.5,0.323,0.358,136.1,55.4,13.5,0.65,95.5,1.31,93.8,5,6,1,0,1.29,Moderate,Multifactorial,Mineral Correction,1,0.97,Stressed,0,0.29
171,Biofloc,Reservoir,Low,Low,29.29,8.31,5.14,7.98,29.7,0.222,0.376,101.2,35.8,13.43,0.97,178.0,1.79,71.0,1,1,3,1,0.71,Low,Multifactorial,Probiotic,3,0.98,Stressed,1,0.66
167,Intensive,Borewell,Medium,High,26.86,8.19,4.17,6.86,6.6,0.336,0.315,164.4,20.9,21.55,0.69,111.4,1.77,61.4,0,3,3,0,1.25,Low,Environmental Stress,Mineral Correction,3,0.4,Stressed,1,0.31
215,Semi-intensive,Canal,High,Medium,31.52,7.45,3.37,5.55,26.5,0.391,0.297,151.3,25.9,25.2,2.12,52.4,1.11,79.1,0,5,1,0,1.24,Moderate,Parasitic Stress,Water Exchange,3,0.49,Failing,0,0.5
65,Biofloc,Canal,High,High,28.1,8.29,2.96,7.01,11.9,0.234,0.437,167.3,21.0,15.8,2.09,125.0,1.79,86.7,3,1,5,1,0.73,Low,Parasitic Stress,Probiotic,1,0.94,Stressed,1,0.33
294,Biofloc,Canal,High,Medium,28.35,7.35,4.68,6.07,29.0,0.38,0.768,80.9,57.4,10.49,1.62,157.9,1.87,93.7,1,2,4,0,1.35,Moderate,Parasitic Stress,None,2,0.3,Stressed,0,0.67
178,Semi-intensive,Borewell,High,High,29.56,7.33,4.23,7.67,14.3,0.205,0.564,145.3,31.8,18.89,1.14,82.7,1.84,69.6,3,9,4,0,1.21,Low,Growth Retardation,Water Exchange,1,0.37,Failing,1,0.76
242,Biofloc,Reservoir,High,Low,27.03,8.41,4.26,6.17,25.2,0.167,0.143,100.0,48.3,16.08,2.11,142.7,2.23,62.2,3,6,4,0,0.83,Low,Bacterial Load,Mineral Correction,1,0.33,Stressed,1,0.45
65,Biofloc,Reservoir,Low,High,31.1,8.35,5.4,6.01,12.2,0.087,0.248,89.6,56.7,25.72,1.67,148.3,1.65,61.1,0,8,8,1,1.33,Low,Multifactorial,Carbon Dosing,3,0.43,Stressed,1,0.7
149,Semi-intensive,Reservoir,Low,High,29.09,7.25,3.02,5.76,27.1,0.113,0.322,161.1,34.8,11.07,0.94,115.2,1.93,91.2,2,4,1,1,1.03,Low,Bacterial Load,Water Exchange,3,0.82,Failing,1,0.41
52,Intensive,Reservoir,Low,Low,28.31,7.48,4.8,7.52,5.5,0.424,0.154,172.1,46.2,8.05,0.82,91.2,1.51,86.0,4,6,2,0,0.91,Low,Multifactorial,Mineral Correction,1,0.61,Stable,0,0.87
25,Semi-intensive,Borewell,Medium,Medium,29.72,7.4,4.49,5.71,25.8,0.136,0.621,89.0,32.8,21.49,0.97,145.8,1.74,93.7,8,5,3,0,0.8,Moderate,Parasitic Stress,None,1,0.95,Stable,0,0.29
273,Semi-intensive,Canal,High,Medium,26.0,8.3,4.25,7.3,22.7,0.147,0.079,96.7,34.0,11.47,1.33,77.1,1.19,79.1,1,9,7,1,0.85,Low,Growth Retardation,Carbon Dosing,1,0.33,Failing,0,0.61
237,Biofloc,Reservoir,Medium,Low,30.01,8.21,4.97,6.58,12.3,0.268,0.469,86.8,45.0,9.51,1.99,43.4,2.27,88.7,4,3,1,0,0.79,Low,Multifactorial,None,4,0.64,Failing,1,0.75
233,Semi-intensive,Reservoir,High,Medium,26.06,7.86,4.96,7.14,10.1,0.295,0.272,136.4,39.8,12.0,1.71,98.9,1.42,62.7,3,3,5,0,1.37,Low,Bacterial Load,Mineral Correction,3,0.67,Failing,0,0.63
286,Intensive,Canal,Low,Medium,27.52,8.12,5.22,5.73,5.5,0.054,0.314,138.3,50.6,19.27,1.89,127.6,2.32,84.0,1,2,3,0,0.71,Low,Multifactorial,Probiotic,2,0.62,Stressed,0,0.44
209,Semi-intensive,Canal,Low,Medium,26.32,7.41,3.4,6.46,26.7,0.171,0.173,117.4,47.9,11.67,1.66,94.4,2.32,94.5,1,3,9,0,1.02,Low,Bacterial Load,None,1,0.47,Stressed,0,0.38
265,Semi-intensive,Reservoir,High,Medium,27.94,7.91,4.28,7.31,5.7,0.317,0.578,132.5,59.7,14.16,1.33,74.0,2.26,84.7,5,8,1,0,1.24,Moderate,Environmental Stress,Carbon Dosing,2,0.73,Stressed,1,0.84
295,Semi-intensive,Canal,Low,High,29.56,7.32,3.44,5.63,11.6,0.239,0.283,161.1,56.9,8.96,1.51,90.3,1.62,62.6,1,4,2,0,0.85,Low,Growth Retardation,Carbon Dosing,2,0.68,Stable,1,0.7
271,Semi-intensive,Borewell,Low,Medium,28.41,7.44,5.1,7.69,20.1,0.164,0.138,84.8,54.8,9.51,1.9,156.7,2.23,83.9,5,4,6,0,1.37,Low,Parasitic Stress,Probiotic,4,0.69,Stressed,0,0.89
224,Semi-intensive,Reservoir,High,Low,30.14,7.57,4.32,5.82,10.9,0.187,0.157,177.5,49.0,23.09,1.67,117.5,1.1,78.9,6,9,3,0,0.79,Low,Growth Retardation,Water Exchange,3,0.91,Stable,0,0.3
128,Intensive,Canal,Low,High,29.66,8.09,3.03,6.52,27.7,0.202,0.367,109.4,55.6,13.5,1.0,110.4,1.68,68.8,6,5,9,0,1.16,Moderate,Bacterial Load,Probiotic,4,0.56,Failing,1,0.75
231,Semi-intensive,Borewell,High,High,27.21,7.22,4.56,8.02,29.9,0.301,0.257,146.5,44.2,16.92,2.06,173.3,2.38,88.5,2,9,9,0,1.38,Low,Multifactorial,Carbon Dosing,4,0.8,Failing,1,0.39
180,Intensive,Reservoir,High,Medium,28.6,7.37,4.29,6.86,25.0,0.093,0.024,175.9,53.5,15.43,1.05,85.3,1.62,70.7,4,4,5,0,0.89,Low,Multifactorial,Carbon Dosing,4,0.53,Stressed,1,0.51
218,Intensive,Canal,Low,Medium,29.49,7.59,3.9,8.04,11.5,0.138,0.612,108.0,57.0,16.07,1.29,41.9,1.93,78.6,3,3,6,0,1.21,Moderate,Bacterial Load,Probiotic,3,0.54,Stable,0,0.77
63,Semi-intensive,Canal,Medium,High,31.08,7.45,4.15,6.1,11.2,0.165,0.443,165.3,38.8,15.18,1.57,105.8,1.16,74.6,7,3,1,0,1.16,Low,Bacterial Load,Probiotic,3,0.4,Stable,0,0.61
63,Intensive,Canal,Medium,Medium,26.32,8.3,4.59,5.98,25.0,0.206,0.563,86.8,28.4,18.27,1.57,45.4,2.06,87.1,13,4,2,0,1.3,Moderate,Bacterial Load,None,2,0.94,Stable,1,0.72
84,Semi-intensive,Reservoir,Low,High,30.65,8.16,2.8,5.65,29.6,0.042,0.785,86.7,22.3,11.48,1.83,178.4,1.67,74.2,5,7,2,0,0.94,Moderate,Bacterial Load,Probiotic,3,0.61,Stable,0,0.21
135,Semi-intensive,Canal,High,Medium,29.49,7.2,5.2,7.77,12.3,0.269,0.222,92.8,48.6,10.0,1.35,177.4,2.13,65.8,5,3,1,0,0.71,Low,Growth Retardation,Probiotic,1,0.87,Stable,1,0.33
292,Intensive,Reservoir,Medium,Medium,29.85,7.35,3.73,5.66,14.3,0.201,0.06,121.6,51.6,25.14,2.04,80.4,1.83,75.8,1,2,2,0,0.88,Low,Environmental Stress,Carbon Dosing,2,0.55,Failing,0,0.68
194,Biofloc,Borewell,Low,Medium,28.98,7.32,4.45,7.22,26.0,0.405,0.571,143.7,25.2,10.0,0.9,72.0,2.25,82.4,5,8,4,0,1.04,Moderate,Growth Retardation,Mineral Correction,4,0.88,Stressed,1,0.58
111,Intensive,Reservoir,Low,Medium,30.45,8.47,3.12,7.35,24.9,0.149,0.471,106.4,43.6,10.89,2.0,74.4,1.77,87.0,6,6,4,0,0.85,Moderate,Growth Retardation,Probiotic,3,0.56,Failing,1,0.22
133,Intensive,Borewell,High,High,29.65,7.87,4.83,5.64,14.1,0.006,0.464,137.1,30.9,16.32,1.91,134.2,1.61,74.5,1,8,9,0,1.22,Low,Parasitic Stress,Mineral Correction,2,0.45,Stable,0,0.86
46,Semi-intensive,Borewell,Low,Medium,29.88,8.41,5.15,6.97,25.3,0.141,0.359,126.3,23.8,23.59,0.79,136.4,1.49,67.0,7,4,8,0,1.27,Low,Growth Retardation,Water Exchange,2,0.86,Stable,1,0.86
285,Biofloc,Reservoir,Medium,Medium,28.59,7.62,4.72,7.22,28.6,0.108,0.241,110.6,26.6,21.12,0.98,112.3,2.19,80.1,2,5,5,0,1.02,Low,Parasitic Stress,Probiotic,3,0.86,Stressed,1,0.83
141,Intensive,Canal,Medium,High,26.58,7.71,3.31,5.65,12.0,0.295,0.608,92.9,48.0,17.79,1.09,174.5,2.12,83.4,5,9,5,0,0.81,Moderate,Environmental Stress,Water Exchange,4,0.34,Stressed,0,0.88
58,Intensive,Canal,High,High,31.34,7.21,4.38,6.97,19.7,0.102,0.361,119.2,31.9,15.86,1.08,122.0,2.23,72.2,0,7,5,0,1.15,Low,Multifactorial,None,4,0.5,Stable,0,0.84
33,Intensive,Canal,High,Medium,26.61,8.07,5.05,6.53,20.5,0.004,0.106,173.2,29.9,21.55,1.99,128.7,1.8,94.1,7,6,2,0,1.09,Low,Parasitic Stress,Water Exchange,3,0.54,Stable,0,0.42
140,Semi-intensive,Borewell,Low,Medium,28.59,8.06,4.99,6.5,15.7,0.284,0.376,112.0,46.4,15.19,2.11,65.1,1.93,86.4,8,6,6,0,0.95,Low,Parasitic Stress,Mineral Correction,4,0.93,Stable,1,0.28
206,Biofloc,Canal,High,Low,30.29,8.2,4.17,5.54,28.6,0.262,0.836,175.2,51.0,15.55,0.7,95.0,1.15,68.8,1,9,3,0,0.71,Low,Growth Retardation,None,1,0.68,Stable,1,0.6
3,Semi-intensive,Canal,High,Medium,30.62,7.87,4.28,6.13,10.4,0.195,0.041,95.6,43.2,14.39,1.16,131.8,1.12,67.1,9,2,3,0,1.09,Low,Environmental Stress,Mineral Correction,4,0.31,Stable,0,0.25
208,Semi-intensive,Borewell,Medium,High,30.72,7.33,5.44,6.12,27.1,0.163,0.652,111.8,51.8,18.35,1.57,60.2,1.37,61.3,4,7,6,0,0.86,Low,Growth Retardation,Probiotic,3,0.61,Stable,0,0.28
20,Intensive,Canal,Medium,High,30.9,7.31,3.56,7.31,27.1,0.367,0.281,84.4,24.9,21.79,1.22,80.5,1.99,90.7,2,5,3,0,1.06,Moderate,Environmental Stress,Water Exchange,4,0.61,Stressed,1,0.43
108,Semi-intensive,Reservoir,High,Low,28.0,7.98,3.34,6.66,15.3,0.263,0.135,154.2,51.4,23.46,1.61,160.3,2.07,85.4,6,6,7,0,0.89,Moderate,Parasitic Stress,None,2,0.8,Stable,1,0.22
54,Semi-intensive,Canal,Medium,Low,26.85,7.59,4.51,5.58,22.2,0.348,0.45,167.6,42.0,13.25,1.42,160.5,1.44,76.4,1,5,4,0,0.72,Low,Environmental Stress,Mineral Correction,4,0.35,Failing,1,0.9
236,Biofloc,Canal,Medium,Low,27.64,7.69,4.92,7.85,19.8,0.094,0.45,83.3,32.2,8.7,2.03,42.0,1.3,74.2,2,2,5,0,1.14,Low,Bacterial Load,Water Exchange,1,0.42,Stressed,0,0.75
46,Semi-intensive,Borewell,Low,High,30.18,7.74,3.72,7.99,12.0,0.143,0.635,125.6,26.3,17.32,1.29,154.2,1.54,80.9,0,9,3,0,0.9,Moderate,Environmental Stress,Carbon Dosing,4,0.58,Failing,0,0.36
